96289.00 ,491 ,-14.89
96391.00 ,490 ,-14.17
96492.00 ,490 ,-14.89
96593.00 ,490 ,-14.89
96695.00 ,489 ,-15.32
96796.00 ,489 ,-14.31
96898.00 ,489 ,-14.17
96999.00 ,489 ,-14.33
97100.00 ,488 ,-14.89
97201.00 ,488 ,-15.01
97302.00 ,488 ,-14.89
97403.00 ,487 ,-14.00
97505.00 ,487 ,-15.26
97606.00 ,487 ,-14.89
97708.00 ,486 ,-15.65
97809.00 ,486 ,-15.48
97910.00 ,486 ,-14.50
98012.00 ,485 ,-14.86
98113.00 ,485 ,-15.62
98214.00 ,485 ,-13.77
98315.00 ,485 ,-14.14
98416.00 ,484 ,-14.89
98518.00 ,484 ,-14.68
98619.00 ,484 ,-15.45
98720.00 ,483 ,-14.31
98822.00 ,483 ,-14.31
98923.00 ,483 ,-14.68
99024.00 ,482 ,-14.89
99126.00 ,482 ,-14.71
99227.00 ,482 ,-15.52
99329.00 ,482 ,-15.99
99430.00 ,481 ,-13.66
99530.00 ,481 ,-14.19
99632.00 ,481 ,-14.89
99733.00 ,480 ,-14.89
99834.00 ,480 ,-14.74
99936.00 ,480 ,-14.89
100037.00 ,479 ,-15.07
100139.00 ,479 ,-13.41
100240.00 ,479 ,-14.31
100341.00 ,478 ,-14.89
100443.00 ,478 ,-14.89
100544.00 ,478 ,-14.17
100645.00 ,478 ,-14.71
100747.00 ,477 ,-14.31
100848.00 ,477 ,-14.59
100950.00 ,477 ,-13.64
101050.00 ,476 ,-12.94
101151.00 ,476 ,-14.00
101253.00 ,476 ,-14.17
101354.00 ,475 ,-14.17
101455.00 ,475 ,-13.54
101557.00 ,475 ,-13.39
101658.00 ,475 ,-14.17
101760.00 ,474 ,-14.89
101861.00 ,474 ,-13.06
101962.00 ,474 ,-15.32
102064.00 ,473 ,-15.23
102165.00 ,473 ,-14.17
102266.00 ,473 ,-13.79
102368.00 ,472 ,-13.51
102469.00 ,472 ,-15.29
102571.00 ,472 ,-13.54
102672.00 ,471 ,-13.69
102773.00 ,471 ,-14.17
102875.00 ,471 ,-14.17
102976.00 ,471 ,-14.17
103077.00 ,470 ,-13.39
103178.00 ,470 ,-12.80
103279.00 ,470 ,-13.85
103380.00 ,469 ,-14.47
103482.00 ,469 ,-13.82
103583.00 ,469 ,-13.66
103685.00 ,468 ,-13.22
103786.00 ,468 ,-14.19
103887.00 ,468 ,-14.17
103989.00 ,468 ,-14.17
104090.00 ,467 ,-14.89
104192.00 ,467 ,-14.19
104293.00 ,467 ,-13.85
104394.00 ,466 ,-14.17
104496.00 ,466 ,-14.06
104597.00 ,466 ,-14.17
104698.00 ,465 ,-13.06
104800.00 ,465 ,-12.54
104901.00 ,465 ,-13.10
105003.00 ,464 ,-14.19
105103.00 ,464 ,-13.54
105204.00 ,464 ,-14.03
105306.00 ,464 ,-12.94
105407.00 ,463 ,-13.39
105508.00 ,463 ,-13.85
105610.00 ,463 ,-13.06
105711.00 ,462 ,-14.17
105812.00 ,462 ,-13.66
105914.00 ,462 ,-13.37
106015.00 ,461 ,-13.08
106117.00 ,461 ,-14.17
106218.00 ,461 ,-14.03
106319.00 ,461 ,-14.06
106421.00 ,460 ,-13.51
106522.00 ,460 ,-14.17
106624.00 ,460 ,-14.86
106725.00 ,459 ,-14.14
106826.00 ,459 ,-12.92
106928.00 ,459 ,-13.39
107029.00 ,458 ,-12.94
107130.00 ,458 ,-11.87
107232.00 ,458 ,-13.08
107332.00 ,458 ,-12.89
107433.00 ,457 ,-13.51
107535.00 ,457 ,-12.01
107636.00 ,457 ,-13.08
107738.00 ,456 ,-12.54
107839.00 ,456 ,-12.96
107940.00 ,456 ,-13.06
108042.00 ,455 ,-13.51
108143.00 ,455 ,-12.94
108244.00 ,455 ,-12.94
108346.00 ,454 ,-12.83
108447.00 ,454 ,-12.52
108549.00 ,454 ,-13.54
108650.00 ,454 ,-12.83
108751.00 ,453 ,-13.54
108853.00 ,453 ,-12.94
108954.00 ,453 ,-13.29
109056.00 ,452 ,-14.03
109157.00 ,452 ,-13.41
109258.00 ,452 ,-12.94
109360.00 ,451 ,-13.39
109460.00 ,451 ,-13.37
109561.00 ,451 ,-12.83
109663.00 ,451 ,-12.52
109764.00 ,450 ,-13.37
109865.00 ,450 ,-12.41
109967.00 ,450 ,-12.41
110068.00 ,449 ,-12.94
110170.00 ,449 ,-12.39
110271.00 ,449 ,-12.83
110372.00 ,448 ,-12.80
110474.00 ,448 ,-13.22
110575.00 ,448 ,-12.94
110676.00 ,447 ,-13.41
110778.00 ,447 ,-13.66
110879.00 ,447 ,-13.27
110981.00 ,447 ,-12.92
111082.00 ,446 ,-13.20
111183.00 ,446 ,-13.37
111285.00 ,446 ,-13.03
111386.00 ,445 ,-12.92
111488.00 ,445 ,-12.72
111589.00 ,445 ,-11.03
111689.00 ,444 ,-12.54
111791.00 ,444 ,-12.50
111892.00 ,444 ,-12.94
111993.00 ,444 ,-13.17
112095.00 ,443 ,-13.54
112196.00 ,443 ,-12.39
112297.00 ,443 ,-12.94
112399.00 ,442 ,-13.06
112500.00 ,442 ,-14.00
112602.00 ,442 ,-12.94
112703.00 ,441 ,-12.52
112804.00 ,441 ,-12.52
112906.00 ,441 ,-12.41
113007.00 ,440 ,-12.83
113108.00 ,440 ,-13.06
113210.00 ,440 ,-12.94
113311.00 ,440 ,-13.39
113413.00 ,439 ,-12.39
113514.00 ,439 ,-11.91
113615.00 ,439 ,-11.81
113716.00 ,438 ,-13.17
113817.00 ,438 ,-12.94
113918.00 ,438 ,-11.44
114020.00 ,437 ,-11.79
114121.00 ,437 ,-13.06
114223.00 ,437 ,-12.83
114324.00 ,437 ,-12.39
114425.00 ,436 ,-12.52
114527.00 ,436 ,-12.29
114628.00 ,436 ,-12.39
114729.00 ,435 ,-12.67
114831.00 ,435 ,-11.91
114932.00 ,435 ,-12.33
115034.00 ,434 ,-12.41
115135.00 ,434 ,-11.13
115236.00 ,434 ,-12.39
115338.00 ,433 ,-12.39
115439.00 ,433 ,-12.41
115540.00 ,433 ,-12.72
115642.00 ,433 ,-12.52
115743.00 ,432 ,-12.63
115845.00 ,432 ,-12.39
115945.00 ,432 ,-12.27
116046.00 ,431 ,-12.27
116148.00 ,431 ,-11.99
116249.00 ,431 ,-11.91
116350.00 ,430 ,-12.03
116452.00 ,430 ,-11.91
116553.00 ,430 ,-12.41
116655.00 ,430 ,-11.91
116756.00 ,429 ,-11.91
116857.00 ,429 ,-13.41
116959.00 ,429 ,-11.55
117060.00 ,428 ,-11.10
