19714.00 ,204 ,0.98
19815.00 ,202 ,0.86
19915.00 ,201 ,0.77
20017.00 ,199 ,0.77
20118.00 ,199 ,0.62
20219.00 ,199 ,0.59
20321.00 ,199 ,0.64
20422.00 ,199 ,0.63
20523.00 ,199 ,0.65
20624.00 ,199 ,0.65
20725.00 ,199 ,0.66
20827.00 ,199 ,0.62
20928.00 ,199 ,0.71
21029.00 ,199 ,0.62
21131.00 ,199 ,0.63
21231.00 ,199 ,0.61
21332.00 ,199 ,0.65
21434.00 ,199 ,0.69
21535.00 ,199 ,0.61
21637.00 ,199 ,0.66
21738.00 ,199 ,0.65
21838.00 ,199 ,0.67
21940.00 ,199 ,0.63
22041.00 ,199 ,0.62
22142.00 ,199 ,0.60
22244.00 ,199 ,0.60
22345.00 ,199 ,0.60
22446.00 ,199 ,0.61
22547.00 ,199 ,0.65
22648.00 ,199 ,0.61
22750.00 ,199 ,0.60
22851.00 ,199 ,0.58
22952.00 ,199 ,0.58
23054.00 ,199 ,0.64
23154.00 ,199 ,0.65
23256.00 ,199 ,0.58
23357.00 ,199 ,0.61
23458.00 ,199 ,0.59
23560.00 ,199 ,0.63
23661.00 ,199 ,0.62
23761.00 ,199 ,0.64
23863.00 ,199 ,0.59
23964.00 ,199 ,0.63
24066.00 ,198 ,0.63
24167.00 ,198 ,0.58
24268.00 ,198 ,0.57
24369.00 ,198 ,0.56
24470.00 ,198 ,0.59
24571.00 ,198 ,0.60
24673.00 ,198 ,0.57
24774.00 ,198 ,0.56
24876.00 ,198 ,0.56
24977.00 ,198 ,0.62
25077.00 ,198 ,0.56
25179.00 ,198 ,0.57
25280.00 ,198 ,0.51
25381.00 ,198 ,0.53
25483.00 ,198 ,0.56
25584.00 ,198 ,0.54
25684.00 ,198 ,0.53
25786.00 ,198 ,0.54
25887.00 ,198 ,0.57
25989.00 ,198 ,0.57
26090.00 ,198 ,0.56
26191.00 ,198 ,0.57
26293.00 ,198 ,0.59
26393.00 ,198 ,0.56
26494.00 ,198 ,0.52
26596.00 ,198 ,0.54
26697.00 ,198 ,0.57
26799.00 ,198 ,0.59
26900.00 ,198 ,0.60
27000.00 ,198 ,0.57
27102.00 ,198 ,0.63
27203.00 ,198 ,0.58
27304.00 ,198 ,0.56
27406.00 ,198 ,0.62
27507.00 ,198 ,0.58
27608.00 ,198 ,0.59
27709.00 ,198 ,0.61
27810.00 ,198 ,0.54
27912.00 ,198 ,0.65
28013.00 ,197 ,0.55
28114.00 ,197 ,0.52
28216.00 ,197 ,0.53
28316.00 ,197 ,0.55
28418.00 ,197 ,0.53
28519.00 ,197 ,0.52
28620.00 ,197 ,0.52
28722.00 ,197 ,0.50
